titulo;autor;isbn;paginas;ano;categoria
Se o Colégio é um jogo, estas são as regras a violar;Chérie Carter- Scott;9788532517050;172;2004;Ficção Geral
Como proteger seu casamento quando os sogros são um problema;Susan Forward;9788532516824;238;2004;Romance
O que é o Brasil?;Roberto Da Matta;9788532517845;75;2004;Ficção Geral
Faro Felino;Tessy Callado;9788532517616;159;2004;Ficção Geral
O Diário de um Mago;Paulo Coelho;9788576651888;238;2003;Ficção Geral
Harry Potter e a Ordem da Fênix;J.K. Rowling;9788532516220;704;2003;Ficção Geral
Eragon;Christopher Paolini;9788532518484;466;2003;Ficção Geral
Fim de Semana Alucinante;R. L. Stine;9788532515490;139;2003;Ficção Geral
O Vizinho;R. L. Stine;9788532516374;132;2003;Ficção Geral
Coraline;Neil Gaiman;9788532516268;155;2003;Ficção Geral
A Irmandade das Calças Viajantes;Ann Brashares;9788532515117;312;2003;Ficção Geral
As Rosas Inglesas;Madonna;9788532515896;48;2003;Ficção Geral
A Casa & A Rua;Roberto DaMatta;9788532507594;164;2003;Ficção Geral
No Tempo Frágil das Horas;Luzilá;9788532515568;170;2003;Ficção Geral
Disque Fantasma;Eva Ibbotson;9788532516442;144;2003;Horror
Missão Monstro;Eva Ibbotson;9788532514998;200;2003;Horror
A Última Legião;Valerio Massimo Manfredi;9788532515377;400;2003;Ficção Geral
Presa;Michael Crichton;nan;469;2003;Ficção Geral
Mulheres Alteradas 1;Maitena;9788532515070;79;2003;Ficção Geral
Mulheres Alteradas 2;Maitena;9788532515605;80;2003;Ficção Geral
Mulheres Alteradas 3;Maitena;9788532516398;79;2003;Ficção Geral
Um Beijo de Colombina;Adriana Lisboa;9788532516541;138;2003;Ficção Geral
Dançando o Sonho;Jamies Sams;9788532515599;324;2003;Ficção Geral
Como praticar;XIV Dalai Lama (Tenzin Gyatso);9788532515650;230;2003;Ficção Geral
O Vôo da Vespa;Ken Follett;9788532516237;455;2003;Ficção Geral
O Pedante na Cozinha;Julian Barnes;9788532523440;142;2003;Ficção Geral
Qadehar, o Feiticeiro;Erik L´homme;9788532515735;264;2003;Ficção Geral
O Senhor Sha;Erik L´homme;9788532516459;231;2003;Ficção Geral
O Rosto da Treva;Erik L´homme;9788532516992;255;2003;Ficção Geral
O Rei das Fraudes;John Grisham;nan;376;2003;Ficção Geral
Plano B: Missão Namoro;Angélica Lopes;9788532515766;127;2003;Romance
Fotos Secretas: Missão Viagem;Angélica Lopes;nan;109;2003;Ficção Geral
O Trílio Celeste;Julian May;9788532515957;367;2003;Ficção Geral
A Beata Maria do Egito;Rachel de Queiroz;9788532516145;80;2003;Ficção Geral
ABC do lavrador e outros cantos;Silvio Romero;9788532516121;48;2003;Ficção Geral
Pequenas descobertas do mundo;Clarice Lispector;9788532516114;48;2003;Aventura
O que é o Brasil?;Roberto Da Matta;9788532516107;64;2003;Ficção Geral
A Arte de Viajar;Alain de Botton;9788532515780;272;2003;Ficção Geral
Chuva de Outono;Barry Eisler;9788532516411;317;2003;Ficção Geral
O Álibi;Sandra Brown;9788532515841;477;2003;Ficção Geral
Os Filhos do Graal;Peter Berling;9788532514745;674;2003;Ficção Geral
O Brado de Halidon;Robert Ludlum;9788532515131;453;2003;Ficção Geral
O Senhor dos Quebra-nozes;Iain Lawrence;9788532516558;255;2003;Ficção Geral
O Associado;Phillip Margolin;9788532516244;336;2003;Ficção Geral
Inquieta Companhia;Carlos Fuentes;9788532521828;272;2003;Ficção Geral
DOIDA POR UM NINHO;Laura Zigman;9788532515476;251;2003;Ficção Geral
Como Desaparecer Completamente e Nunca Ser Encontrado;Sara Nickerson;9788532515308;294;2003;Ficção Geral
A Metralhadora de Argila;Victor Pelevin;9788532515797;328;2003;Ficção Geral
As Maçãs do Sr. Peabody;Madonna;9788532516275;32;2003;Ficção Geral
Possessões;Julia Kristeva;9788532514691;211;2003;Ficção Geral
O Último Samurai;Helen DeWitt;9788532514394;537;2003;Ficção Geral
A Montanha do Vampiro;Darren Shan;9788532514639;149;2003;Horror
Provas Mortais;Darren Shan;9788532514912;152;2003;Ficção Geral
O Príncipe Vampiro;Darren Shan;9788532515421;148;2003;Horror
A Suavidade do Vento;Cristovão Tezza;9788532515049;210;2003;Ficção Geral
O Tempo Não Pode Parar;Michael Hoeye;9788532515759;286;2003;Ficção Geral
A Música do Cinema - 1;João Máximo;9788532515926;521;2003;Ficção Geral
A Música do Cinema - 2;João Máximo;9788532515933;442;2003;Ficção Geral
ANGEL - Salsichões horríveis e corpos divinos;Cherry Whytock;9788532518439;196;2003;Ficção Geral
Enquanto o sono não vem;José Mauro Brant;9788532516565;50;2003;Ficção Geral
O Monte Cinco;Paulo Coelho;9788532515643;190;2003;Ficção Geral
Demonologia;Rick Moody;9788532515582;288;2003;Ficção Geral
O Alquimista;Paulo Coelho;9788532503251;224;2003;Ficção Geral
Aldabra: A Tartaruga Que Amava Shakespeare;Silvana Gandolfi;9788532515612;167;2003;Ficção Geral
Qadehar, O Feiticeiro;Erik L´homme;9788532515735;261;2003;Ficção Geral
Uma Aula de Matar;Ana Arruda Callado;9788532516305;157;2003;Ficção Geral
Moda e Comunicação;Malcolm Barnard;9788532515322;268;2003;Aventura
Nos passos do... Rei Artur;Claudine Glot;9788532515834;126;2003;Ficção Geral
O Sequestro;Diane Hoh;9788532515124;167;2003;Ficção Geral
Contos Orientais;Leonardo Fróes;9788532515575;197;2003;Ficção Geral
Meninos valentes;Patrick Modiano;9788532515339;160;2003;Ficção Geral
A Fuga;K. A. Applegate;9788532515278;143;2003;Ficção Geral
Dicionário: O Pequeno Rebelde;Claudine Desmarteau;9788532514974;73;2003;Infantil
O Demônio e a Srta. Prym;Paulo Coelho;9788532515629;192;2003;Ficção Geral
Nosso Futuro Pós-Humano;Francis Fukuyama;9788532515063;268;2003;Ficção Científica
Middlesex;Jeffrey Eugenides;9788532515407;568;2003;Ficção Geral
Línguas, poetas e bacharéis;Lia Wyler;9788532516497;160;2003;Ficção Geral
A Protegida;David Baldacci;9788532515469;440;2003;Ficção Geral
Imagem Dupla;David Morrell;9788532515391;434;2003;Ficção Geral
Contos Legais;John Grisham;9788532515148;338;2003;Ficção Geral
Aqui na terra;Alice Hoffman;9788532514295;287;2003;Ficção Geral
Um Palmo Abaixo;Tibor Fischer;9788532515179;262;2003;Ficção Geral
Historias horripilantes demais para se contar no acampamento;Tom B. Stone;9788532516282;137;2003;Ficção Geral
Uma Comovente Obra de Espantoso Talento;Dave Eggers;9788532513854;457;2003;Ficção Geral
O Hambúrguer era de Carneiro;Mariana Massarani;9788532516695;89;2003;Ficção Geral
REENGENHARIA DO TEMPO;Rosiska Darcy de Oliveira;9788532515551;148;2003;Ficção Geral
Monte da Alegria;Autran Dourado;9788532516312;175;2003;Ficção Geral
O Artista da Morte;Daniel Silva;9788532515018;368;2003;Ficção Geral
O Último Encontro;Diane Hoh;nan;120;2003;Ficção Geral
Instinto de Inez;Carlos Fuentes;9788532516503;138;2003;Ficção Geral
Onze Minutos;Paulo Coelho;9788532515360;256;2003;Ficção Geral
Um Natal Assombrado;Tom B. Stone;9788532516688;87;2003;Ficção Geral
O adeus;Paola Calvetti;9788532515537;194;2003;Ficção Geral
Armário 13;R. L. Stine;9788532514806;143;2003;Ficção Geral
Noites Nômades;Espaço e subjetividade nas culturas jovens contemporâneas;9788532515513;250;2003;Ficção Científica
A FELICIDADE É AQUI;Luiz Alberto Py;9788532516626;166;2003;Ficção Geral
A força do passado;Sandro Veronesi;9788532515445;214;2003;Ficção Histórica
Dançarinas;Margaret Atwood;9788532514684;216;2003;Ficção Geral
Em busca do pecador perfeito;elizabeth george;9788532515216;540;2003;Ficção Geral
Não se esqueça de mim!;R. L. Stine;9788532514462;127;2003;Ficção Geral
Os órfãos de Ruanda;Elmore Leonard;9788532514875;241;2003;Ficção Geral
Teque, Teque, Muu;DOREEN CRONIN;9788532515667;34;2003;Ficção Geral
O menino e a Princesa Pum;Fernando Lebeis;9788532516176;47;2003;Ficção Geral
Os sete pecados da memória; SCHACTER;9788532515001;308;2003;Ficção Geral
O Testamento do Trovador;James Cowan;9788532515384;184;2003;Ficção Geral
Meu nome é maldade;R. L. Stine;9788532514950;153;2003;Ficção Geral
Nos passos de... Marco Polo;Sandrine Mirza;9788532516183;128;2003;Ficção Geral
Zigurate;Max Mallmann;9788532515858;219;2003;Ficção Geral
 EM FORMA DE DENTRO PARA FORA; VICTORIA MORAN;9788532515346;308;2003;Ficção Geral
O Primeiro Crime;Carmen Moreno;9788532515988;158;2003;Suspense/Thriller
Em Busca de Uma Psicologia do Despertar;John Welwood;9788532516381;336;2003;Ficção Geral
A Vingança do Povo das Sombras;R.L.Stine;9788532516206;109;2003;Ficção Geral
O que é o Brasil?;Roberto DaMatta;9788532516107;64;2003;Ficção Geral
Como sobreviver sendo um menino;Jacques Arènes;9788532521309;111;2003;Ficção Geral
Do Paraiso e do Poder;Robert Kagan;9788532515520;108;2003;Ficção Geral
Pode Entrar Dona Sorte;Grupo Confabulando;9788532515698;59;2003;Ficção Geral
Outra Face De Hollywood: Filme B; A. C. GOMES MATTOS;9788532514967;185;2003;Ficção Geral
Quattrocento;James McKean;9788532516466;294;2003;Ficção Geral
David Rockefeller;David Rockefeller;9788532516404;536;2003;Ficção Geral
O Vaticano e os Judeus;David I. Kertzer;9788532515889;416;2003;Ficção Geral
Nem uma coisa nem outra;Moacyr Scliar;9788532515087;35;2003;Ficção Geral
Em Busca do Pecador Perfeito;Elizabeth George;9788532515216;540;2003;Ficção Geral
As Rosas Inglesas;Madonna;9788532515896;48;2003;Ficção Geral
Manual do Guerreiro da Luz;Paulo Coelho;9788532515452;154;2003;Ficção Geral
O jantar da lagartixa;Ateneia Feijó;9788532516299;158;2003;Ficção Geral
Um Ganso em Toulouse;Mort Rosenblum;9788532515155;376;2003;Ficção Geral
O Arcano;Janet Gleeson;9788532516350;264;2003;Ficção Geral
Porque Lulu Bergantim não Atravessou o Rubicon;José Cândido de Carvalho;9788532513335;166;2003;Ficção Geral
Em Nome de Salomé; Julia Alvarez;9788532514882;364;2003;Ficção Geral
O Bandido Que Todos Procuramos;Lê Thi Diem Thúy;9788532515940;144;2003;Ficção Geral
As Aventuras de Dona Friz - Egito Antigo;Joanna Cole;9788532514325;44;2003;Ficção Histórica
As aventuras da dona Friz - Castelo Medieval;Joanna Cole;9788532519566;42;2003;Ficção Histórica
Eragon;Christopher Paolini;9788561384746;460;2003;Ficção Geral
Entre a Prosa e a Poesia;Cristovão Tezza;9788532515438;320;2003;Ficção Geral
Bandeira e Lilás;John Berger;9788532515209;194;2003;Ficção Geral
Tudo por um pop star;Thalita Rebouças;9788532516435;168;2003;Ficção Geral
Festa de Halloween;R. L. Stine;9788532514509;132;2002;Ficção Geral
Admirador Secreto;R. L. Stine;9788532513861;130;2002;Ficção Geral
Beijo Mortal;R. L. Stine;9788532514844;121;2002;Ficção Geral
Verão Diabólico;R. L. Stine;9788532514080;136;2002;Ficção Geral
Número Errado;R. L. Stine;9788532514073;149;2002;Ficção Geral
Falando com o Anjo;Nick Hornby;9788532514264;270;2002;Ficção Geral
Como Ser Legal;Nick Hornby;9788532513731;307;2002;Ficção Geral
A Sacerdotisa de Avalon;Marion Zimmer Bradley;9788532513878;440;2002;Ficção Geral
Esquecer o Natal;John Grisham;9788532513977;216;2002;Ficção Geral
Voltar a Palermo;Luzilá;9788532513311;213;2002;Ficção Geral
Puxa, qual bruxa?;Eva Ibbotson;9788532513458;160;2002;Fantasia
O segredo da plataforma 13;Eva Ibbotson;9788532514219;158;2002;Suspense/Thriller
O Grito Silencioso;Diane Hoh;9788532513533;172;2002;Ficção Geral
Sangue e Ouro;Anne Rice;9788532514530;484;2002;Ficção Geral
A intimação;John Grisham;9788532514356;284;2002;Aventura
Jackdaws;Ken Follett;9788532514592;482;2002;Ficção Geral
O Ponto de Desequilíbrio;Malcolm Gladwell;9788532513953;253;2002;Ficção Geral
Pilares do tempo;Stephen Jay Gould;9788532514271;185;2002;Ficção Geral
Fome de Loba;Kelley Armstrong;9788532514059;394;2002;Ficção Geral
O rio que saía do éden;Richard Dawkins;9788532506054;152;2002;Ficção Geral
Correspondências;Clarice Lispector;9788532514868;336;2002;Ficção Geral
Atração Fatal;Diane Hoh;9788532514103;160;2002;Aventura
A Contagem Regressiva Matarese;Robert Ludlum;9788532513601;582;2002;Ficção Geral
A primeira vez;Joy Fielding;9788532513700;409;2002;Ficção Geral
O Segredo das Marés;Joanne Harris;9788532518149;355;2002;Suspense/Thriller
Olha para o céu, Frederico!;José Cândido de Carvalho;9788532513342;119;2002;Ficção Geral
Clara Rosa Está Murchinha;Paula Danziger;9788532514776;118;2002;Ficção Geral
Juliano Pavollini;Cristovão Tezza;9788532514226;213;2002;Ficção Geral
Vésperas;Adriana Lunardi;9788532514448;128;2002;Ficção Geral
Glenraven;Marion Zimmer Bradley;9788532513663;319;2002;Ficção Geral
Um caso de necessidade;Michael Crichton;9788532514608;352;2002;Ficção Geral
A Filha do Restaurador de Ossos;Amy Tan;9788532513595;364;2002;Ficção Geral
O Bigode;Emmanuel Carrère;9788532514677;142;2002;Ficção Geral
Você me Pertence;Mary Higgins Clark;9788532513649;284;2002;Ficção Geral
Crimes em Primeiro Grau;Joseph Finder;9788532514363;351;2002;Suspense/Thriller
Como Obter o que Você Quer e Apreciar o que Tem; John Gray, Ph.D.;9788532513205;340;2002;Ficção Geral
Fado Alexandrino;António Lobo Antunes;9788532513175;608;2002;Ficção Geral
Perto das Trevas;William Styron;9788532500960;91;2002;Ficção Geral
A Troca;Sandra Brown;9788532514158;487;2002;Ficção Geral
Historias sagradas;Charles Simpkinson & Anne Simpkinson;9788532514721;281;2002;Ficção Geral
Olhar acima do horizonte;Luiz Alberto Py;9788532514424;177;2002;Ficção Geral
A Rebelião dos Coelhos Mágicos;Ariel Dorfman;9788532514066;64;2002;Fantasia
JUSTIÇA SELVAGEM;Phillip Margolin;9788532514233;318;2002;Ficção Geral
Homem Bom é Homem Morto;Gaby Hauptmann;9788532514028;294;2002;Ficção Geral
Ciúme, Chulé e um Apelido Ridículo;Stella Florence;9788532513939;186;2002;Ficção Geral
E o Bruno?;Aleksandar Hemon;9788532514127;218;2002;Ficção Geral
DESAFIO MORTAL;Joy Fielding;9788532510921;392;2002;Ficção Geral
AMOR, ETC.;Julian Barnes;9788532514301;204;2002;Romance
Caçada ao Predador;James Patterson;9788532513724;337;2002;Ficção Geral
Comportamento Modelo;Jay McInerney;9788532514257;319;2002;Ficção Geral
O CLÃ DOS PETER PANS;Rosa Pena;9788532516961;213;2002;Ficção Geral
O Paciente;Michael Palmer;9788532514707;370;2002;Ficção Geral
A Busca;Daniel Yergin;9788532514349;285;2002;Ficção Geral
Durante Aquele Estranho Chá;Lygia Fagundes Telles;9788532514004;206;2002;Ficção Geral
Microcosmos;Claudio Magris;9788532513748;251;2002;Ficção Geral
Pique-Susto;R. L. Stine;9788532513250;116;2002;Ficção Geral
Nada Além Da Verdade;John T. Lescroart;9788532513885;520;2002;Ficção Geral
City;Alessandro Baricco;9788532514110;316;2002;Ficção Geral
Pesadelo em 3-D;R. L. Stine;9788532514455;99;2002;Ficção Geral
A casa das Sete Irmãs;Elle Eggels;9788532513632;208;2002;Ficção Geral
Aprendiz de Parteira;Karen Cushman;nan;124;2002;Ficção Geral
Três Caminhos para a Gravidade Quântica;Lee Smolin;9788532513922;240;2002;Ficção Geral
A gaiola de Faraday;Bernardo Ajzenberg;9788532513496;129;2002;Ficção Geral
Crime em dois tempos;Elizabeth George;9788532521064;223;2002;Suspense/Thriller
Matilda do osso;Karen Cushman;9788532514332;200;2002;Ficção Geral
A Escolha da Dra. Cole;Noah Gordon;9788532506757;324;2002;Ficção Geral
Virando a Própria Mesa;Ricardo Semler;9788532513489;232;2002;Ficção Geral
A armadilha;Nicholas Evans;9788532510518;408;2002;Ficção Geral
O Ataque dos Macacos;R. L. Stine;9788532513908;104;2002;Ficção Geral
O Estranho;K. A. Applegate;9788532513472;143;2002;Ficção Geral
O Alienígena;K. A. Applegate;nan;141;2002;Ficção Científica
O Segredo;K. A. Applegate;9788532513519;141;2002;Suspense/Thriller
O Andróide;K. A. Applegate;9788532514097;147;2002;Ficção Geral
O Esquecido;K. A. Applegate;9788532514417;141;2002;Ficção Geral
A Reação;K. A. Applegate;9788532514516;133;2002;Aventura
A Mutação;K. A. Applegate;9788532514646;140;2002;Aventura
O Desconhecido;K. A. Applegate;9788532515056;142;2002;Ficção Geral
Lilith;Alina Reyes;9788532513236;220;2002;Ficção Geral
A Verdadeira Natureza;Alice Hoffman;9788532513779;209;2002;Ficção Geral
O Laço cor-de-rosa;Carlos Heitor Cony;9788532514837;34;2002;Ficção Geral
lições de francês;Peter Mayle;9788532515032;223;2002;Ficção Geral
O homem da fase 4;Richard Steinberg;9788532513656;360;2002;Ficção Geral
Escola do Terror: o Fantasma de Primeiro de Abril;Tom B. Stone;9788532514486;87;2002;Horror
Vamos matar a professora de medo!;Tom B. Stone;9788532513465;101;2002;Educação
Corações migrantes;Maryse Condé;9788532513755;338;2002;Ficção Geral
"Tia Lola veio ""visitar"" morar"; Julia Alvarez;9788532514240;144;2002;Ficção Geral
História da Filosofia Medieval;Luciano de Crescenzo;9788532520371;147;2002;Ficção Histórica
O homem da Chuva;Susie Moloney;9788532513809;358;2002;Ficção Geral
O Boneco;Diane Hoh;nan;173;2002;Ficção Geral
Encanto de Mulher;Rose Tremain;9788532513793;373;2002;Ficção Geral
Papirofobia;Susanna Tamaro;9788532512956;40;2002;Ficção Geral
O gênio feminino: a vida, a loucura, as palavras;Julia Kristeva;9788532513540;214;2002;Ficção Geral
Como Criar Uma Vida Encantada;Victoria Moran;9788532513625;257;2002;Ficção Geral
O Abominável Monstro das Neves;Tom B. Stone;9788532513991;88;2002;Horror
Tem um Fantasma no Banheiro dos Meninos;Tom B. Stone;9788532514318;92;2002;Horror
O que Faria Maquiavel?;STANLEY BING;9788532513687;171;2002;Ficção Geral
Aula do Além;R. L. Stine;9788532513267;108;2002;Ficção Geral
Bella Toscana;Frances Mayes;9788532514400;329;2002;Ficção Geral
Nos passos de... Júlio César;Stéphanie Morillon;9788532517937;127;2002;Ficção Geral
Nos passos de Alexandre, o grande.;Marie-Thérèse Davidson;9788532516190;127;2002;Ficção Geral
O Pacto Cassandra;Robert Ludlum;9788532514929;350;2002;Ficção Geral
Verdi;Janell Cannon;9788532513434;40;2002;Ficção Geral
Um bobo em cada ponta;Robert Hughes;9788532514790;120;2002;Ficção Geral
Veludo Azul;Atkinson;9788532513366;102;2002;Ficção Geral
Olha para o céu, Frederico!;José Cândido de Carvalho;9788532513342;120;2002;Ficção Geral
Andarilho Espiritual;Hank Wesselman;9788532513670;333;2002;Ficção Geral
Fantasmas da Rua do Medo - Não se aproximem da casa da árvore;R. L. Stine;9788532514813;96;2002;Horror
No exército do faraó;Tobias wolff;9788532514622;204;2002;Ficção Geral
Mister Sandman;Barbara Gowdy;9788532513069;288;2002;Ficção Geral
O Demônio no Freezer;Richard Preston;9788532516343;318;2002;Ficção Geral
Quando só restar o mundo;Mauro Pinheiro;9788532514585;122;2002;Ficção Geral
OS 12 LAÇOS VITAIS;EDWARD M. HALLOWELL;9788532514370;355;2002;Ficção Geral
O nariz de jupiter;Richard Scrimger;9788532517562;200;2002;Ficção Geral
gurka;Marcia Kupstas;9788532514431;96;2002;Ficção Geral
O Campo;Lynne McTaggart;9788532523600;336;2002;Ficção Geral
Viagem no Tempo;Steve Barlow;9788532520005;189;2002;Ficção Geral
Astrologia Real;Oscar Quiroga;9788532512871;277;2002;Ficção Geral
Viagem no Tempo;Steve Barlow;9788532520005;192;2002;Ficção Geral
Nao Faça Tempestade Em Copo D'Agua Para Homens;Richard Carlson;9788532514783;351;2002;Ficção Geral
